!gaf-version: 2.2
!date-generated:2023-03-28
!generated-by: AgBase

Database	DB_Object_ID	DB_Object_Symbol	Qualifier	GO_ID	DB_Reference	Evidence_Code	With_From	Aspect	DB_Object_Name	DB_Object_Synonyms	DB_Object_Type	Taxon	Date	Assigned_By	Annotation_Extension	Gene_Product_Form_Id
Refseq	XP_018219112.1	XP_018219112.1	enables	GO:0003700	GO_REF:0000002	IEA	InterPro:IPR001766	F	XP_018219112.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219112.1	XP_018219112.1	enables	GO:0043565	GO_REF:0000002	IEA	InterPro:IPR001766	F	XP_018219112.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219112.1	XP_018219112.1	involved_in	GO:0006355	GO_REF:0000002	IEA	InterPro:IPR001766	P	XP_018219112.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219114.1	XP_018219114.1	enables	GO:0004672	GO_REF:0000002	IEA	InterPro:IPR000719	F	XP_018219114.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219114.1	XP_018219114.1	enables	GO:0005524	GO_REF:0000002	IEA	InterPro:IPR000719	F	XP_018219114.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219114.1	XP_018219114.1	involved_in	GO:0006468	GO_REF:0000002	IEA	InterPro:IPR000719	P	XP_018219114.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219118.1	XP_018219118.1	enables	GO:0003899	GO_REF:0000002	IEA	InterPro:IPR011262|InterPro:IPR011263	F	XP_018219118.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219118.1	XP_018219118.1	enables	GO:0046983	GO_REF:0000002	IEA	InterPro:IPR011262	F	XP_018219118.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219118.1	XP_018219118.1	involved_in	GO:0006351	GO_REF:0000002	IEA	InterPro:IPR011262|InterPro:IPR011263	P	XP_018219118.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219119.1	XP_018219119.1	enables	GO:0004672	GO_REF:0000002	IEA	InterPro:IPR000719	F	XP_018219119.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219119.1	XP_018219119.1	enables	GO:0004674	GO_REF:0000002	IEA	InterPro:IPR017892	F	XP_018219119.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219119.1	XP_018219119.1	enables	GO:0005524	GO_REF:0000002	IEA	InterPro:IPR000719|InterPro:IPR017892	F	XP_018219119.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219119.1	XP_018219119.1	involved_in	GO:0006468	GO_REF:0000002	IEA	InterPro:IPR017892|InterPro:IPR000719	P	XP_018219119.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219120.1	XP_018219120.1	enables	GO:0003676	GO_REF:0000002	IEA	InterPro:IPR000504	F	XP_018219120.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219121.1	XP_018219121.1	enables	GO:0016020	GO_REF:0000002	IEA	InterPro:IPR000462	C	XP_018219121.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219121.1	XP_018219121.1	enables	GO:0016780	GO_REF:0000002	IEA	InterPro:IPR000462	F	XP_018219121.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219121.1	XP_018219121.1	involved_in	GO:0008654	GO_REF:0000002	IEA	InterPro:IPR000462	P	XP_018219121.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219122.1	XP_018219122.1	involved_in	GO:0016021	GO_REF:0000002	IEA	InterPro:IPR006634	C	XP_018219122.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219124.1	XP_018219124.1	involved_in	GO:0000002	GO_REF:0000002	IEA	InterPro:IPR031415	P	XP_018219124.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219126.1	XP_018219126.1	involved_in	GO:0044237	GO_REF:0000002	IEA	InterPro:IPR000649	P	XP_018219126.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219127.1	XP_018219127.1	involved_in	GO:0042025	GO_REF:0000002	IEA	InterPro:IPR004367	C	XP_018219127.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219128.1	XP_018219128.1	involved_in	GO:0042025	GO_REF:0000002	IEA	InterPro:IPR004367	C	XP_018219128.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219130.1	XP_018219130.1	enables	GO:0005375	GO_REF:0000002	IEA	InterPro:IPR007274	F	XP_018219130.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219130.1	XP_018219130.1	involved_in	GO:0016021	GO_REF:0000002	IEA	InterPro:IPR007274	C	XP_018219130.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219130.1	XP_018219130.1	involved_in	GO:0035434	GO_REF:0000002	IEA	InterPro:IPR007274	P	XP_018219130.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219135.1	XP_018219135.1	enables	GO:0008080	GO_REF:0000002	IEA	InterPro:IPR000182	F	XP_018219135.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219136.1	XP_018219136.1	enables	GO:0003735	GO_REF:0000002	IEA	InterPro:IPR006032	F	XP_018219136.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219136.1	XP_018219136.1	enables	GO:0005840	GO_REF:0000002	IEA	InterPro:IPR006032	C	XP_018219136.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219136.1	XP_018219136.1	involved_in	GO:0006412	GO_REF:0000002	IEA	InterPro:IPR006032	P	XP_018219136.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219137.1	XP_018219137.1	involved_in	GO:0005634	GO_REF:0000002	IEA	InterPro:IPR017923	C	XP_018219137.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219142.1	XP_018219142.1	enables	GO:0008519	GO_REF:0000002	IEA	InterPro:IPR024041	F	XP_018219142.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219142.1	XP_018219142.1	involved_in	GO:0015696	GO_REF:0000002	IEA	InterPro:IPR024041	P	XP_018219142.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219142.1	XP_018219142.1	involved_in	GO:0016020	GO_REF:0000002	IEA	InterPro:IPR024041	C	XP_018219142.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219144.1	XP_018219144.1	enables	GO:0016746	GO_REF:0000002	IEA	InterPro:IPR002123	F	XP_018219144.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219145.1	XP_018219145.1	enables	GO:0003777	GO_REF:0000002	IEA	InterPro:IPR001752	F	XP_018219145.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219145.1	XP_018219145.1	enables	GO:0005524	GO_REF:0000002	IEA	InterPro:IPR001752	F	XP_018219145.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219145.1	XP_018219145.1	enables	GO:0008017	GO_REF:0000002	IEA	InterPro:IPR001752	F	XP_018219145.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219145.1	XP_018219145.1	involved_in	GO:0007018	GO_REF:0000002	IEA	InterPro:IPR001752	P	XP_018219145.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219146.1	XP_018219146.1	involved_in	GO:0006364	GO_REF:0000002	IEA	InterPro:IPR012459	P	XP_018219146.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219148.1	XP_018219148.1	enables	GO:0004066	GO_REF:0000002	IEA	InterPro:IPR001962	F	XP_018219148.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219148.1	XP_018219148.1	involved_in	GO:0006529	GO_REF:0000002	IEA	InterPro:IPR001962	P	XP_018219148.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219152.1	XP_018219152.1	involved_in	GO:0016020	GO_REF:0000002	IEA	InterPro:IPR008253	C	XP_018219152.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219153.1	XP_018219153.1	involved_in	GO:0005739	GO_REF:0000002	IEA	InterPro:IPR014804	C	XP_018219153.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219157.1	XP_018219157.1	enables	GO:0022857	GO_REF:0000002	IEA	InterPro:IPR011701	F	XP_018219157.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219157.1	XP_018219157.1	involved_in	GO:0055085	GO_REF:0000002	IEA	InterPro:IPR011701	P	XP_018219157.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219160.1	XP_018219160.1	involved_in	GO:0006078	GO_REF:0000002	IEA	InterPro:IPR005629	P	XP_018219160.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219161.1	XP_018219161.1	enables	GO:0008184	GO_REF:0000002	IEA	InterPro:IPR000811	F	XP_018219161.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219161.1	XP_018219161.1	involved_in	GO:0005975	GO_REF:0000002	IEA	InterPro:IPR000811	P	XP_018219161.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219162.1	XP_018219162.1	enables	GO:0004672	GO_REF:0000002	IEA	InterPro:IPR000719	F	XP_018219162.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219162.1	XP_018219162.1	enables	GO:0005524	GO_REF:0000002	IEA	InterPro:IPR000719	F	XP_018219162.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219162.1	XP_018219162.1	involved_in	GO:0006468	GO_REF:0000002	IEA	InterPro:IPR000719	P	XP_018219162.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219166.1	XP_018219166.1	enables	GO:0003924	GO_REF:0000002	IEA	InterPro:IPR001806	F	XP_018219166.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219166.1	XP_018219166.1	enables	GO:0005525	GO_REF:0000002	IEA	InterPro:IPR001806	F	XP_018219166.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219167.1	XP_018219167.1	enables	GO:0003735	GO_REF:0000002	IEA	InterPro:IPR001209	F	XP_018219167.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219167.1	XP_018219167.1	enables	GO:0005840	GO_REF:0000002	IEA	InterPro:IPR001209	C	XP_018219167.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219167.1	XP_018219167.1	involved_in	GO:0006412	GO_REF:0000002	IEA	InterPro:IPR001209	P	XP_018219167.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219168.1	XP_018219168.1	enables	GO:0003824	GO_REF:0000002	IEA	InterPro:IPR002500	F	XP_018219168.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219169.1	XP_018219169.1	enables	GO:0003712	GO_REF:0000002	IEA	InterPro:IPR019145	F	XP_018219169.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219169.1	XP_018219169.1	enables	GO:0016592	GO_REF:0000002	IEA	InterPro:IPR019145	C	XP_018219169.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219169.1	XP_018219169.1	involved_in	GO:0006357	GO_REF:0000002	IEA	InterPro:IPR019145	P	XP_018219169.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219174.1	XP_018219174.1	enables	GO:0005524	GO_REF:0000002	IEA	InterPro:IPR003959	F	XP_018219174.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219176.1	XP_018219176.1	enables	GO:0003677	GO_REF:0000002	IEA	InterPro:IPR007185	F	XP_018219176.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219176.1	XP_018219176.1	involved_in	GO:0006260	GO_REF:0000002	IEA	InterPro:IPR007185	P	XP_018219176.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219177.1	XP_018219177.1	enables	GO:0003824	GO_REF:0000002	IEA	InterPro:IPR001330	F	XP_018219177.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219179.1	XP_018219179.1	involved_in	GO:0016575	GO_REF:0000002	IEA	InterPro:IPR021006	P	XP_018219179.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219179.1	XP_018219179.1	involved_in	GO:0070823	GO_REF:0000002	IEA	InterPro:IPR021006	C	XP_018219179.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219180.1	XP_018219180.1	enables	GO:0008641	GO_REF:0000002	IEA	InterPro:IPR000594	F	XP_018219180.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219181.1	XP_018219181.1	enables	GO:0008270	GO_REF:0000002	IEA	InterPro:IPR006895	F	XP_018219181.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219181.1	XP_018219181.1	involved_in	GO:0006886	GO_REF:0000002	IEA	InterPro:IPR006900|InterPro:IPR006895|InterPro:IPR006896	P	XP_018219181.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219181.1	XP_018219181.1	involved_in	GO:0006888	GO_REF:0000002	IEA	InterPro:IPR006900|InterPro:IPR006895|InterPro:IPR006896	P	XP_018219181.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219181.1	XP_018219181.1	involved_in	GO:0030127	GO_REF:0000002	IEA	InterPro:IPR006900|InterPro:IPR006895|InterPro:IPR006896	C	XP_018219181.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219185.1	XP_018219185.1	involved_in	GO:0006914	GO_REF:0000002	IEA	InterPro:IPR018731	P	XP_018219185.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219185.1	XP_018219185.1	involved_in	GO:1990316	GO_REF:0000002	IEA	InterPro:IPR018731	C	XP_018219185.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219187.1	XP_018219187.1	enables	GO:0003677	GO_REF:0000002	IEA	InterPro:IPR006110	F	XP_018219187.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219187.1	XP_018219187.1	enables	GO:0003899	GO_REF:0000002	IEA	InterPro:IPR006110	F	XP_018219187.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219187.1	XP_018219187.1	involved_in	GO:0006351	GO_REF:0000002	IEA	InterPro:IPR006110	P	XP_018219187.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219190.1	XP_018219190.1	enables	GO:0003677	GO_REF:0000002	IEA	InterPro:IPR008806	F	XP_018219190.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219190.1	XP_018219190.1	involved_in	GO:0006351	GO_REF:0000002	IEA	InterPro:IPR008806	P	XP_018219190.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219192.1	XP_018219192.1	enables	GO:0015267	GO_REF:0000002	IEA	InterPro:IPR000425	F	XP_018219192.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219192.1	XP_018219192.1	enables	GO:0016020	GO_REF:0000002	IEA	InterPro:IPR000425	C	XP_018219192.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219192.1	XP_018219192.1	involved_in	GO:0055085	GO_REF:0000002	IEA	InterPro:IPR000425	P	XP_018219192.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219193.1	XP_018219193.1	enables	GO:0008080	GO_REF:0000002	IEA	InterPro:IPR000182	F	XP_018219193.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219194.1	XP_018219194.1	involved_in	GO:0055085	GO_REF:0000002	IEA	InterPro:IPR004813	P	XP_018219194.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219197.1	XP_018219197.1	involved_in	GO:0055114	GO_REF:0000002	IEA	InterPro:IPR013149	P	XP_018219197.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219203.1	XP_018219203.1	enables	GO:0022857	GO_REF:0000002	IEA	InterPro:IPR002293	F	XP_018219203.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219203.1	XP_018219203.1	involved_in	GO:0016020	GO_REF:0000002	IEA	InterPro:IPR002293	C	XP_018219203.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219203.1	XP_018219203.1	involved_in	GO:0055085	GO_REF:0000002	IEA	InterPro:IPR002293	P	XP_018219203.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219204.1	XP_018219204.1	enables	GO:0005524	GO_REF:0000002	IEA	InterPro:IPR011527|InterPro:IPR003439	F	XP_018219204.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219204.1	XP_018219204.1	enables	GO:0016021	GO_REF:0000002	IEA	InterPro:IPR011527	C	XP_018219204.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219204.1	XP_018219204.1	enables	GO:0016887	GO_REF:0000002	IEA	InterPro:IPR003439	F	XP_018219204.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219204.1	XP_018219204.1	enables	GO:0042626	GO_REF:0000002	IEA	InterPro:IPR011527	F	XP_018219204.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219204.1	XP_018219204.1	involved_in	GO:0055085	GO_REF:0000002	IEA	InterPro:IPR011527	P	XP_018219204.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219205.1	XP_018219205.1	enables	GO:0003676	GO_REF:0000002	IEA	InterPro:IPR000504	F	XP_018219205.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219208.1	XP_018219208.1	enables	GO:0060090	GO_REF:0000002	IEA	InterPro:IPR024372	F	XP_018219208.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219208.1	XP_018219208.1	involved_in	GO:0043248	GO_REF:0000002	IEA	InterPro:IPR024372	P	XP_018219208.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219214.1	XP_018219214.1	enables	GO:0003676	GO_REF:0000002	IEA	InterPro:IPR000504	F	XP_018219214.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219215.1	XP_018219215.1	involved_in	GO:0032007	GO_REF:0000002	IEA	InterPro:IPR005365	P	XP_018219215.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219215.1	XP_018219215.1	involved_in	GO:0034198	GO_REF:0000002	IEA	InterPro:IPR005365	P	XP_018219215.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219216.1	XP_018219216.1	enables	GO:0003677	GO_REF:0000002	IEA	InterPro:IPR013049	F	XP_018219216.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219216.1	XP_018219216.1	enables	GO:0003824	GO_REF:0000002	IEA	InterPro:IPR013049	F	XP_018219216.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219216.1	XP_018219216.1	enables	GO:0005524	GO_REF:0000002	IEA	InterPro:IPR013049	F	XP_018219216.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219216.1	XP_018219216.1	involved_in	GO:0005694	GO_REF:0000002	IEA	InterPro:IPR013049	C	XP_018219216.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219216.1	XP_018219216.1	involved_in	GO:0006259	GO_REF:0000002	IEA	InterPro:IPR013049	P	XP_018219216.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219217.1	XP_018219217.1	enables	GO:0016491	GO_REF:0000002	IEA	InterPro:IPR003819	F	XP_018219217.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219217.1	XP_018219217.1	involved_in	GO:0055114	GO_REF:0000002	IEA	InterPro:IPR003819	P	XP_018219217.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219218.1	XP_018219218.1	enables	GO:0003714	GO_REF:0000002	IEA	InterPro:IPR013927	F	XP_018219218.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219220.1	XP_018219220.1	enables	GO:0008124	GO_REF:0000002	IEA	InterPro:IPR001533	F	XP_018219220.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219220.1	XP_018219220.1	involved_in	GO:0006729	GO_REF:0000002	IEA	InterPro:IPR001533	P	XP_018219220.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219221.1	XP_018219221.1	enables	GO:0016021	GO_REF:0000002	IEA	InterPro:IPR009637	C	XP_018219221.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219222.1	XP_018219222.1	enables	GO:0022857	GO_REF:0000002	IEA	InterPro:IPR001734	F	XP_018219222.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219222.1	XP_018219222.1	involved_in	GO:0016020	GO_REF:0000002	IEA	InterPro:IPR001734	C	XP_018219222.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219222.1	XP_018219222.1	involved_in	GO:0055085	GO_REF:0000002	IEA	InterPro:IPR001734	P	XP_018219222.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219224.1	XP_018219224.1	enables	GO:0005525	GO_REF:0000002	IEA	InterPro:IPR006073	F	XP_018219224.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219226.1	XP_018219226.1	enables	GO:0070569	GO_REF:0000002	IEA	InterPro:IPR002618	F	XP_018219226.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219227.1	XP_018219227.1	enables	GO:0000287	GO_REF:0000002	IEA	InterPro:IPR005946	F	XP_018219227.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219227.1	XP_018219227.1	enables	GO:0004749	GO_REF:0000002	IEA	InterPro:IPR005946	F	XP_018219227.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219227.1	XP_018219227.1	involved_in	GO:0009165	GO_REF:0000002	IEA	InterPro:IPR005946	P	XP_018219227.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219228.1	XP_018219228.1	enables	GO:0008270	GO_REF:0000002	IEA	InterPro:IPR001607	F	XP_018219228.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219230.1	XP_018219230.1	enables	GO:0016020	GO_REF:0000002	IEA	InterPro:IPR000292	C	XP_018219230.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219230.1	XP_018219230.1	enables	GO:0022857	GO_REF:0000002	IEA	InterPro:IPR000292	F	XP_018219230.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219230.1	XP_018219230.1	involved_in	GO:0055085	GO_REF:0000002	IEA	InterPro:IPR000292	P	XP_018219230.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219231.1	XP_018219231.1	enables	GO:0004672	GO_REF:0000002	IEA	InterPro:IPR000719	F	XP_018219231.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219231.1	XP_018219231.1	enables	GO:0005524	GO_REF:0000002	IEA	InterPro:IPR000719	F	XP_018219231.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219231.1	XP_018219231.1	involved_in	GO:0006468	GO_REF:0000002	IEA	InterPro:IPR000719	P	XP_018219231.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219233.1	XP_018219233.1	enables	GO:0003735	GO_REF:0000002	IEA	InterPro:IPR001865	F	XP_018219233.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219233.1	XP_018219233.1	enables	GO:0005840	GO_REF:0000002	IEA	InterPro:IPR001865	C	XP_018219233.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219233.1	XP_018219233.1	involved_in	GO:0006412	GO_REF:0000002	IEA	InterPro:IPR001865	P	XP_018219233.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219234.1	XP_018219234.1	involved_in	GO:0016021	GO_REF:0000002	IEA	InterPro:IPR006634	C	XP_018219234.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219235.1	XP_018219235.1	involved_in	GO:0006886	GO_REF:0000002	IEA	InterPro:IPR002014	P	XP_018219235.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219236.1	XP_018219236.1	enables	GO:0003735	GO_REF:0000002	IEA	InterPro:IPR002784	F	XP_018219236.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219236.1	XP_018219236.1	involved_in	GO:0005840	GO_REF:0000002	IEA	InterPro:IPR002784	C	XP_018219236.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219236.1	XP_018219236.1	involved_in	GO:0006412	GO_REF:0000002	IEA	InterPro:IPR002784	P	XP_018219236.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219240.1	XP_018219240.1	enables	GO:0008641	GO_REF:0000002	IEA	InterPro:IPR000594	F	XP_018219240.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219242.1	XP_018219242.1	enables	GO:0003924	GO_REF:0000002	IEA	InterPro:IPR001019	F	XP_018219242.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219242.1	XP_018219242.1	enables	GO:0019001	GO_REF:0000002	IEA	InterPro:IPR001019	F	XP_018219242.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219242.1	XP_018219242.1	enables	GO:0031683	GO_REF:0000002	IEA	InterPro:IPR001019	F	XP_018219242.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219242.1	XP_018219242.1	involved_in	GO:0007186	GO_REF:0000002	IEA	InterPro:IPR001019	P	XP_018219242.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219245.1	XP_018219245.1	enables	GO:0005506	GO_REF:0000002	IEA	InterPro:IPR001128	F	XP_018219245.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219245.1	XP_018219245.1	enables	GO:0016705	GO_REF:0000002	IEA	InterPro:IPR001128	F	XP_018219245.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219245.1	XP_018219245.1	enables	GO:0020037	GO_REF:0000002	IEA	InterPro:IPR001128	F	XP_018219245.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219245.1	XP_018219245.1	involved_in	GO:0055114	GO_REF:0000002	IEA	InterPro:IPR001128	P	XP_018219245.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219246.1	XP_018219246.1	enables	GO:0004784	GO_REF:0000002	IEA	InterPro:IPR019831|InterPro:IPR019832	F	XP_018219246.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219246.1	XP_018219246.1	enables	GO:0046872	GO_REF:0000002	IEA	InterPro:IPR019831|InterPro:IPR019832	F	XP_018219246.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219246.1	XP_018219246.1	involved_in	GO:0006801	GO_REF:0000002	IEA	InterPro:IPR019831|InterPro:IPR019832	P	XP_018219246.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219246.1	XP_018219246.1	involved_in	GO:0055114	GO_REF:0000002	IEA	InterPro:IPR019831|InterPro:IPR019832	P	XP_018219246.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219247.1	XP_018219247.1	enables	GO:0016491	GO_REF:0000002	IEA	InterPro:IPR006076	F	XP_018219247.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219247.1	XP_018219247.1	involved_in	GO:0055114	GO_REF:0000002	IEA	InterPro:IPR006076	P	XP_018219247.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219248.1	XP_018219248.1	enables	GO:0000166	GO_REF:0000002	IEA	InterPro:IPR002314	F	XP_018219248.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219248.1	XP_018219248.1	enables	GO:0004812	GO_REF:0000002	IEA	InterPro:IPR002314	F	XP_018219248.1		protein	taxon:1080349	20230328	AgBase		
Refseq	XP_018219248.1	XP_018219248.1	enables	GO:0005524	GO_REF:0000002	IEA	InterPro:IPR002314	F	XP_018219248.1		protein	taxon:1080349	20230328	AgBase		
